atc_code,atc_name
N06AX13,medifoxamine
N06AX14,tianeptine
N06AX15,pivagabine
N06AX16,venlafaxine
N06AX17,milnacipran
N06AX18,reboxetine
N06AX19,gepirone
N06AX21,duloxetine
N06AX22,agomelatine
N06AX23,desvenlafaxine
N06AX24,vilazodone
N06AX25,hyperici herba
N06AX26,vortioxetine
N06AX27,esketamine
N06AX28,levomilnacipran
N06AX29,brexanolone
N06AX62,bupropion and dextromethorphan
N06B,"psychostimulants, agents used for adhd and nootropics"
N06BA,centrally acting sympathomimetics
N06BA01,amfetamine
N06BA01,amfetamine
N06BA02,dexamfetamine
N06BA03,metamfetamine
N06BA04,methylphenidate
N06BA05,pemoline
N06BA06,fencamfamin
N06BA07,modafinil
N06BA08,fenozolone
N06BA09,atomoxetine
N06BA10,fenetylline
N06BA11,dexmethylphenidate
N06BA12,lisdexamfetamine
N06BA13,armodafinil
N06BA14,solriamfetol
N06BA15,dexmethylphenidate and serdexmethylphenidate
N06BC,xanthine derivatives
N06BC01,caffeine
N06BC01,caffeine
N06BC02,propentofylline
N06BX,other psychostimulants and nootropics
N06BX01,meclofenoxate
N06BX02,pyritinol
N06BX03,piracetam
N06BX03,piracetam
N06BX04,deanol
N06BX05,fipexide
N06BX06,citicoline
N06BX07,oxiracetam
N06BX08,pirisudanol
N06BX09,linopirdine
N06BX10,nizofenone
N06BX11,aniracetam
N06BX12,acetylcarnitine
N06BX13,idebenone
N06BX14,prolintane
N06BX15,pipradrol
N06BX16,pramiracetam
N06BX17,adrafinil
N06BX18,vinpocetine
N06BX21,temgicoluril
N06BX22,phenibut
N06C,psycholeptics and psychoanaleptics in combination
N06CA,antidepressants in combination with psycholeptics
N06CA01,amitriptyline and psycholeptics
N06CA02,melitracen and psycholeptics
N06CA03,fluoxetine and psycholeptics
N06CB,psychostimulants in combination with psycholeptics
N06D,anti-dementia drugs
N06DA,anticholinesterases
N06DA01,tacrine
N06DA02,donepezil
N06DA03,rivastigmine
N06DA03,rivastigmine
N06DA04,galantamine
N06DA05,ipidacrine
N06DA52,donepezil and memantine
N06DA53,"donepezil, memantine and ginkgo folium"
N06DX,other anti-dementia drugs
N06DX01,memantine
N06DX02,ginkgo folium
N06DX03,aducanumab
N06DX04,lecanemab
N06DX05,donanemab
N06DX30,combinations
N07,other nervous system drugs
N07A,parasympathomimetics
N07AA,anticholinesterases
N07AA01,neostigmine
N07AA01,neostigmine
N07AA02,pyridostigmine
N07AA02,pyridostigmine
N07AA03,distigmine
N07AA03,distigmine
N07AA30,ambenonium
N07AA51,"neostigmine, combinations"
N07AB,choline esters
N07AB01,carbachol
N07AB01,carbachol
N07AB02,bethanechol
N07AX,other parasympathomimetics
N07AX01,pilocarpine
N07AX01,pilocarpine
N07AX02,choline alfoscerate
N07AX03,cevimeline
N07B,drugs used in addictive disorders
N07BA,drugs used in nicotine dependence
N07BA01,nicotine
N07BA01,nicotine
N07BA01,nicotine
N07BA01,nicotine
N07BA01,nicotine
N07BA03,varenicline
N07BA04,cytisinicline
N07BB,drugs used in alcohol dependence
N07BB01,disulfiram
N07BB02,calcium carbimide
N07BB03,acamprosate
N07BB04,naltrexone
N07BB05,nalmefene
N07BC,drugs used in opioid dependence
N07BC01,buprenorphine
N07BC01,buprenorphine
N07BC01,buprenorphine
N07BC02,methadone
N07BC02,methadone
N07BC03,levacetylmethadol
N07BC04,lofexidine
N07BC05,levomethadone
N07BC06,diamorphine
N07BC51,"buprenorphine, combinations"
N07C,antivertigo preparations
N07CA,antivertigo preparations
N07CA01,betahistine
N07CA02,cinnarizine
N07CA03,flunarizine
N07CA04,acetylleucine
N07CA52,"cinnarizine, combinations"
N07X,other nervous system drugs
N07XA,gangliosides and ganglioside derivatives
N07XX,other nervous system drugs
N07XX01,tirilazad
N07XX02,riluzole
N07XX03,xaliproden
N07XX04,sodium oxybate
N07XX05,amifampridine
N07XX06,tetrabenazine
N07XX07,fampridine
N07XX08,tafamidis
N07XX10,laquinimod
N07XX11,pitolisant
N07XX12,patisiran
N07XX13,valbenazine
N07XX14,edaravone
N07XX15,inotersen
N07XX16,deutetrabenazine
N07XX17,arimoclomol
N07XX18,vutrisiran
N07XX19,sodium phenylbutyrate and ursodoxicoltaurine
N07XX21,eplontersen
N07XX22,tofersen
N07XX23,troriluzole
N07XX59,"dextromethorphan, combinations"
P,"antiparasitic products, insecticides and repellents"
P01,antiprotozoals
P01A,agents against amoebiasis and other protozoal diseases
P01AA,hydroxyquinoline derivatives
P01AA01,broxyquinoline
P01AA02,clioquinol
P01AA04,chlorquinaldol
P01AA05,tilbroquinol
P01AA30,tilbroquinol and tiliquinol
P01AA52,"clioquinol, combinations"
P01AB,nitroimidazole derivatives
P01AB01,metronidazole
P01AB01,metronidazole
P01AB02,tinidazole
P01AB02,tinidazole
P01AB03,ornidazole
P01AB04,azanidazole
P01AB05,propenidazole
P01AB06,nimorazole
P01AB07,secnidazole
P01AB51,metronidazole and furazolidone
P01AB52,metronidazole and diloxanide
P01AC,dichloroacetamide derivatives
P01AC01,diloxanide
P01AC02,clefamide
P01AC03,etofamide
P01AC04,teclozan
P01AR,arsenic compounds
P01AR01,arsthinol
P01AR02,difetarsone
P01AR03,glycobiarsol
P01AR53,"glycobiarsol, combinations"
P01AX,other agents against amoebiasis and other protozoal diseases
P01AX01,chiniofon
P01AX02,emetine
P01AX04,phanquinone
P01AX05,mepacrine
P01AX06,atovaquone
P01AX07,trimetrexate
P01AX08,tenonitrozole
P01AX09,dehydroemetine
P01AX10,fumagillin
P01AX11,nitazoxanide
P01AX52,"emetine, combinations"
P01B,antimalarials
P01BA,aminoquinolines
P01BA01,chloroquine
P01BA01,chloroquine
P01BA02,hydroxychloroquine
P01BA03,primaquine
P01BA06,amodiaquine
P01BA07,tafenoquine
P01BB,biguanides
P01BB01,proguanil
P01BB02,cycloguanil embonate
P01BB51,proguanil and atovaquone
P01BB52,chloroquine and proguanil
P01BC,methanolquinolines
P01BC01,quinine
P01BC01,quinine
P01BC02,mefloquine
P01BD,diaminopyrimidines
P01BD01,pyrimethamine
P01BD51,"pyrimethamine, combinations"
P01BD51,"pyrimethamine, combinations"
P01BE,"artemisinin and derivatives, plain"
P01BE01,artemisinin
P01BE02,artemether
P01BE02,artemether
P01BE02,artemether
P01BE03,artesunate
P01BE03,artesunate
P01BE03,artesunate
P01BE04,artemotil
P01BE05,artenimol
P01BF,"artemisinin and derivatives, combinations"
P01BF01,artemether and lumefantrine
P01BF02,artesunate and mefloquine
P01BF03,artesunate and amodiaquine
P01BF04,"artesunate, sulfalene and pyrimethamine"
P01BF05,artenimol and piperaquine
P01BF06,artesunate and pyronaridine
P01BF07,artemisinin and piperaquine
P01BF08,artemisinin and naphthoquine
P01BF09,"artesunate, sulfadoxine and pyrimethamine"
P01BX,other antimalarials
P01BX01,halofantrine
P01BX02,arterolane and piperaquine
P01C,agents against leishmaniasis and trypanosomiasis
P01CA,nitroimidazole derivatives
P01CA02,benznidazole
P01CA03,fexinidazole
P01CB,antimony compounds
P01CB01,meglumine antimonate
P01CB02,sodium stibogluconate
P01CC,nitrofuran derivatives
P01CC01,nifurtimox
P01CC02,nitrofural
P01CD,arsenic compounds
P01CD01,melarsoprol
P01CD02,acetarsol
P01CX,other agents against leishmaniasis and trypanosomiasis
P01CX01,pentamidine isethionate
P01CX02,suramin sodium
P01CX03,eflornithine
P01CX04,miltefosine
P02,anthelmintics
P02B,antitrematodals
P02BA,quinoline derivatives and related substances
P02BA01,praziquantel
P02BA02,oxamniquine
P02BA03,arpraziquantel
P02BB,organophosphorous compounds
P02BB01,metrifonate
P02BX,other antitrematodal agents
P02BX01,bithionol
P02BX02,niridazole
P02BX03,stibophen
P02BX04,triclabendazole
P02C,antinematodal agents
P02CA,benzimidazole derivatives
P02CA01,mebendazole
P02CA02,tiabendazole
P02CA03,albendazole
P02CA04,ciclobendazole
P02CA05,flubendazole
P02CA06,fenbendazole
P02CA51,"mebendazole, combinations"
P02CB,piperazine and derivatives
P02CB01,piperazine
P02CB02,diethylcarbamazine
P02CC,tetrahydropyrimidine derivatives
P02CC01,pyrantel
P02CC02,oxantel
P02CE,imidazothiazole derivatives
P02CE01,levamisole
P02CF,avermectines
P02CF01,ivermectin
P02CX,other antinematodals
P02CX01,pyrvinium
P02CX02,bephenium
P02CX03,moxidectin
P02D,anticestodals
P02DA,salicylic acid derivatives
P02DA01,niclosamide
P02DX,other anticestodals
P02DX01,desaspidin
P02DX02,dichlorophen
P03,"ectoparasiticides, incl. scabicides, insecticides and repellents"
P03A,"ectoparasiticides, incl. scabicides"
P03AA,sulfur containing products
P03AA01,dixanthogen
P03AA02,potassium polysulfide
P03AA03,mesulfen
P03AA04,disulfiram
P03AA05,thiram
P03AA54,"disulfiram, combinations"
P03AB,chlorine containing products
P03AB01,clofenotane
P03AB02,lindane
P03AB51,"clofenotane, combinations"
P03AC,"pyrethrines, incl. synthetic compounds"
P03AC01,pyrethrum
P03AC02,bioallethrin
P03AC03,phenothrin
P03AC04,permethrin
P03AC51,"pyrethrum, combinations"
P03AC52,"bioallethrin, combinations"
P03AC53,"phenothrin, combinations"
P03AC54,"permethrin, combinations"
P03AX,"other ectoparasiticides, incl. scabicides"
P03AX01,benzyl benzoate
P03AX02,copper oleinate
P03AX03,malathion
P03AX04,quassia
P03AX05,dimeticone
P03AX06,benzyl alcohol
P03AX07,abametapir
P03B,insecticides and repellents
P03BA,pyrethrines
P03BA01,cyfluthrin
P03BA02,cypermethrin
P03BA03,decamethrin
P03BA04,tetramethrin
P03BX,other insecticides and repellents
P03BX01,diethyltoluamide
P03BX02,dimethylphthalate
P03BX03,dibutylphthalate
P03BX04,dibutylsuccinate
P03BX05,dimethylcarbate
P03BX06,etohexadiol
R,respiratory system
R01,nasal preparations
R01A,decongestants and other nasal preparations for topical use
R01AA,"sympathomimetics, plain"
R01AA02,cyclopentamine
R01AA03,ephedrine
R01AA04,phenylephrine
R01AA05,oxymetazoline
R01AA06,tetryzoline
R01AA07,xylometazoline
R01AA08,naphazoline
R01AA09,tramazoline
R01AA10,metizoline
R01AA11,tuaminoheptane
R01AA12,fenoxazoline
R01AA13,tymazoline
R01AA14,epinephrine
R01AA15,indanazoline
R01AB,"sympathomimetics, combinations excl. corticosteroids"
R01AB01,phenylephrine
R01AB02,naphazoline
R01AB03,tetryzoline
R01AB05,ephedrine
R01AB06,xylometazoline
R01AB07,oxymetazoline
R01AB08,tuaminoheptane
R01AC,"antiallergic agents, excl. corticosteroids"
R01AC01,cromoglicic acid
R01AC02,levocabastine
R01AC03,azelastine
R01AC04,antazoline
R01AC05,spaglumic acid
R01AC06,thonzylamine
R01AC07,nedocromil
R01AC08,olopatadine
R01AC51,"cromoglicic acid, combinations"
R01AD,corticosteroids
R01AD01,beclometasone
R01AD02,prednisolone
R01AD03,dexamethasone
R01AD04,flunisolide
R01AD05,budesonide
R01AD06,betamethasone
R01AD07,tixocortol
R01AD08,fluticasone
R01AD09,mometasone
R01AD11,triamcinolone
R01AD12,fluticasone furoate
R01AD13,ciclesonide
R01AD52,"prednisolone, combinations"
R01AD53,"dexamethasone, combinations"
R01AD57,"tixocortol, combinations"
R01AD58,"fluticasone, combinations"
R01AD59,"mometasone, combinations"
R01AD60,"hydrocortisone, combinations"
R01AX,other nasal preparations
R01AX01,calcium hexamine thiocyanate
R01AX02,retinol
R01AX03,ipratropium bromide
R01AX05,ritiometan
R01AX06,mupirocin
R01AX07,hexamidine
R01AX08,framycetin
R01AX09,hyaluronic acid
R01AX10,various
R01AX30,combinations
R01B,nasal decongestants for systemic use
R01BA,sympathomimetics
R01BA01,phenylpropanolamine
R01BA02,pseudoephedrine
R01BA03,phenylephrine
R01BA51,"phenylpropanolamine, combinations"
R01BA52,"pseudoephedrine, combinations"
R01BA53,"phenylephrine, combinations"
R02,throat preparations
R02A,throat preparations
R02AA,antiseptics
R02AA01,ambazone
R02AA02,dequalinium
R02AA03,dichlorobenzyl alcohol
R02AA05,chlorhexidine
R02AA06,cetylpyridinium
R02AA09,benzethonium
R02AA10,myristyl-benzalkonium
R02AA11,chlorquinaldol
R02AA12,hexylresorcinol
R02AA13,acriflavinium chloride
R02AA14,oxyquinoline
R02AA15,povidone-iodine
R02AA16,benzalkonium
R02AA17,cetrimonium
R02AA18,hexamidine
R02AA19,phenol
R02AA20,various
R02AA21,octenidine
R02AB,antibiotics
R02AB01,neomycin
R02AB02,tyrothricin
R02AB03,fusafungine
R02AB04,bacitracin
R02AB30,gramicidin
R02AD,"anesthetics, local"
R02AD01,benzocaine
R02AD02,lidocaine
R02AD03,cocaine
R02AD04,dyclonine
R02AD05,ambroxol
R02AX,other throat preparations
R02AX01,flurbiprofen
R02AX02,ibuprofen
R02AX03,benzydamine
R03,drugs for obstructive airway diseases
R03A,"adrenergics, inhalants"
R03AA,alpha- and beta-adrenoreceptor agonists
R03AA01,epinephrine
R03AA01,epinephrine
R03AB,non-selective beta-adrenoreceptor agonists
R03AB02,isoprenaline
R03AB02,isoprenaline
R03AB03,orciprenaline
R03AC,selective beta-2-adrenoreceptor agonists
R03AC02,salbutamol
R03AC02,salbutamol
R03AC02,salbutamol
R03AC03,terbutaline
R03AC03,terbutaline
R03AC03,terbutaline
R03AC04,fenoterol
R03AC04,fenoterol
R03AC04,fenoterol
R03AC05,rimiterol
R03AC06,hexoprenaline
R03AC07,isoetarine
R03AC08,pirbuterol
R03AC09,tretoquinol
R03AC10,carbuterol
R03AC11,tulobuterol
R03AC12,salmeterol
R03AC12,salmeterol
R03AC13,formoterol
R03AC13,formoterol
R03AC14,clenbuterol
R03AC15,reproterol
R03AC16,procaterol
R03AC17,bitolterol
R03AC18,indacaterol
R03AC19,olodaterol
R03AH,combinations of adrenergics
R03AK,"adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
R03AK01,epinephrine and other drugs for obstructive airway diseases
R03AK02,isoprenaline and other drugs for obstructive airway diseases
R03AK04,salbutamol and sodium cromoglicate
R03AK05,reproterol and sodium cromoglicate
R03AK06,salmeterol and fluticasone
R03AK07,formoterol and budesonide
R03AK08,formoterol and beclometasone
R03AK09,formoterol and mometasone
R03AK10,vilanterol and fluticasone furoate
R03AK11,formoterol and fluticasone
R03AK12,salmeterol and budesonide
R03AK13,salbutamol and beclometasone
R03AK14,indacaterol and mometasone
R03AK15,salbutamol and budesonide
R03AL,adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
R03AL01,fenoterol and ipratropium bromide
R03AL02,salbutamol and ipratropium bromide
R03AL03,vilanterol and umeclidinium bromide
R03AL04,indacaterol and glycopyrronium bromide
R03AL05,formoterol and aclidinium bromide
R03AL06,olodaterol and tiotropium bromide
R03AL07,formoterol and glycopyrronium bromide
R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate"
R03AL09,"formoterol, glycopyrronium bromide and beclometasone"
R03AL10,formoterol and tiotropium bromide
R03AL11,"formoterol, glycopyrronium bromide and budesonide"
R03AL12,"indacaterol, glycopyrronium bromide and mometasone"
R03B,"other drugs for obstructive airway diseases, inhalants"
R03BA,glucocorticoids
R03BA01,beclometasone
R03BA01,beclometasone
R03BA01,beclometasone
R03BA02,budesonide
R03BA02,budesonide
R03BA02,budesonide
R03BA03,flunisolide
R03BA04,betamethasone
R03BA05,fluticasone
R03BA05,fluticasone
R03BA05,fluticasone
R03BA06,triamcinolone
R03BA07,mometasone
R03BA08,ciclesonide
R03BA09,fluticasone furoate
R03BB,anticholinergics
R03BB01,ipratropium bromide
R03BB01,ipratropium bromide
R03BB01,ipratropium bromide
R03BB02,oxitropium bromide
R03BB02,oxitropium bromide
R03BB03,stramoni preparations
R03BB04,tiotropium bromide
R03BB04,tiotropium bromide
R03BB05,aclidinium bromide
R03BB06,glycopyrronium bromide
R03BB07,umeclidinium bromide
R03BB08,revefenacin
R03BB54,"tiotropium bromide, combinations"
R03BC,"antiallergic agents, excl. corticosteroids"
R03BC01,cromoglicic acid
R03BC01,cromoglicic acid
R03BC01,cromoglicic acid
R03BC03,nedocromil
R03BX,"other drugs for obstructive airway diseases, inhalants"
R03BX01,fenspiride
R03C,adrenergics for systemic use
R03CA,alpha- and beta-adrenoreceptor agonists
R03CA02,ephedrine
R03CB,non-selective beta-adrenoreceptor agonists
R03CB01,isoprenaline
R03CB02,methoxyphenamine
R03CB03,orciprenaline
R03CB03,orciprenaline
R03CB51,"isoprenaline, combinations"
R03CB53,"orciprenaline, combinations"
R03CC,selective beta-2-adrenoreceptor agonists
R03CC02,salbutamol
R03CC02,salbutamol
R03CC03,terbutaline
R03CC03,terbutaline
R03CC04,fenoterol
R03CC04,fenoterol
R03CC05,hexoprenaline
R03CC05,hexoprenaline
R03CC06,isoetarine
R03CC07,pirbuterol
R03CC08,procaterol
R03CC09,tretoquinol
R03CC09,tretoquinol
R03CC10,carbuterol
R03CC11,tulobuterol
R03CC12,bambuterol
R03CC13,clenbuterol
R03CC14,reproterol
R03CC15,formoterol
R03CC53,"terbutaline, combinations"
R03CC63,clenbuterol and ambroxol
R03CK,adrenergics and other drugs for obstructive airway diseases
R03D,other systemic drugs for obstructive airway diseases
R03DA,xanthines
R03DA01,diprophylline
R03DA01,diprophylline
R03DA01,diprophylline
R03DA02,choline theophyllinate
R03DA02,choline theophyllinate
R03DA03,proxyphylline
R03DA03,proxyphylline
R03DA03,proxyphylline
R03DA04,theophylline
R03DA04,theophylline
R03DA04,theophylline
R03DA05,aminophylline
R03DA05,aminophylline
R03DA05,aminophylline
R03DA06,etamiphylline
R03DA07,theobromine
R03DA08,bamifylline
R03DA09,acefylline piperazine
R03DA10,bufylline
R03DA11,doxofylline
R03DA11,doxofylline
R03DA12,mepyramine theophyllinacetate
R03DA20,combinations of xanthines
R03DA51,"diprophylline, combinations"
R03DA54,"theophylline, combinations excl. psycholeptics"
R03DA55,"aminophylline, combinations"
R03DA57,"theobromine, combinations"
R03DA74,"theophylline, combinations with psycholeptics"
R03DB,xanthines and adrenergics
R03DB01,diprophylline and adrenergics
R03DB02,choline theophyllinate and adrenergics
R03DB03,proxyphylline and adrenergics
R03DB04,theophylline and adrenergics
R03DB05,aminophylline and adrenergics
R03DB06,etamiphylline and adrenergics
R03DC,leukotriene receptor antagonists
R03DC01,zafirlukast
R03DC02,pranlukast
R03DC03,montelukast
R03DC04,ibudilast
R03DC53,"montelukast, combinations"
R03DX,other systemic drugs for obstructive airway diseases
R03DX01,amlexanox
R03DX02,eprozinol
R03DX03,fenspiride
R03DX05,omalizumab
R03DX06,seratrodast
R03DX07,roflumilast
R03DX08,reslizumab
R03DX09,mepolizumab
R03DX10,benralizumab
R03DX11,tezepelumab
R05,cough and cold preparations
R05C,"expectorants, excl. combinations with cough suppressants"
R05CA,expectorants
R05CA01,tyloxapol
R05CA02,potassium iodide
R05CA03,guaifenesin
R05CA03,guaifenesin
R05CA04,ipecacuanha
R05CA05,altheae radix
R05CA06,senega
R05CA07,antimony pentasulfide
R05CA08,creosote
R05CA09,guaiacolsulfonate
R05CA10,combinations
R05CA11,levoverbenone
R05CA12,hederae helicis folium
R05CA13,cineole
R05CB,mucolytics
R05CB01,acetylcysteine
R05CB01,acetylcysteine
R05CB02,bromhexine
R05CB02,bromhexine
R05CB03,carbocisteine
R05CB04,eprazinone
R05CB05,mesna
R05CB06,ambroxol
R05CB07,sobrerol
R05CB08,domiodol
R05CB09,letosteine
R05CB10,combinations
R05CB11,stepronin
R05CB13,dornase alfa (desoxyribonuclease)
R05CB14,neltenexine
R05CB15,erdosteine
R05CB16,mannitol
R05D,"cough suppressants, excl. combinations with expectorants"
R05DA,opium alkaloids and derivatives
R05DA01,ethylmorphine
R05DA03,hydrocodone
R05DA04,codeine
R05DA05,opium alkaloids with morphine
R05DA06,normethadone
R05DA07,noscapine
R05DA08,pholcodine
R05DA09,dextromethorphan
R05DA10,thebacon
R05DA11,dimemorfan
R05DA12,acetyldihydrocodeine
R05DA20,combinations
R05DB,other cough suppressants
R05DB01,benzonatate
R05DB02,benproperine
R05DB03,clobutinol
R05DB03,clobutinol
R05DB04,isoaminile
R05DB05,pentoxyverine
R05DB05,pentoxyverine
R05DB07,oxolamine
R05DB09,oxeladin
R05DB10,clofedanol
R05DB11,pipazetate
R05DB12,bibenzonium bromide
R05DB13,butamirate
R05DB14,fedrilate
R05DB15,zipeprol
R05DB16,dibunate
R05DB17,droxypropine
R05DB18,prenoxdiazine
R05DB19,dropropizine
R05DB20,combinations
R05DB21,cloperastine
R05DB22,meprotixol
R05DB23,piperidione
R05DB24,tipepidine
R05DB25,morclofone
R05DB26,nepinalone
R05DB27,levodropropizine
R05DB28,dimethoxanate
R05DB29,gefapixant
R05F,"cough suppressants and expectorants, combinations"
R05FA,opium derivatives and expectorants
R05FA01,opium derivatives and mucolytics
R05FA02,opium derivatives and expectorants
R05FB,other cough suppressants and expectorants
R05FB01,cough suppressants and mucolytics
R05FB02,cough suppressants and expectorants
R05X,other cold preparations
R06,antihistamines for systemic use
R06A,antihistamines for systemic use
R06AA,aminoalkyl ethers
R06AA01,bromazine
R06AA02,diphenhydramine
R06AA02,diphenhydramine
R06AA04,clemastine
R06AA04,clemastine
R06AA06,chlorphenoxamine
R06AA06,chlorphenoxamine
R06AA07,diphenylpyraline
R06AA08,carbinoxamine
R06AA09,doxylamine
R06AA10,trimethobenzamide
R06AA11,dimenhydrinate
R06AA11,dimenhydrinate
R06AA52,"diphenhydramine, combinations"
R06AA54,"clemastine, combinations"
R06AA56,"chlorphenoxamine, combinations"
R06AA57,"diphenylpyraline, combinations"
R06AA59,"doxylamine, combinations"
R06AA61,"dimenhydrinate, combinations"
R06AB,substituted alkylamines
R06AB01,brompheniramine
R06AB02,dexchlorpheniramine
R06AB02,dexchlorpheniramine
R06AB03,dimetindene
R06AB04,chlorphenamine
R06AB04,chlorphenamine
R06AB05,pheniramine
R06AB06,dexbrompheniramine
R06AB07,talastine
R06AB51,"brompheniramine, combinations"
R06AB52,"dexchlorpheniramine, combinations"
R06AB54,"chlorphenamine, combinations"
R06AB56,"dexbrompheniramine, combinations"
R06AC,substituted ethylene diamines
R06AC01,mepyramine
R06AC01,mepyramine
R06AC02,histapyrrodine
R06AC03,chloropyramine
R06AC03,chloropyramine
R06AC04,tripelennamine
R06AC05,methapyrilene
R06AC06,thonzylamine
R06AC52,"histapyrrodine, combinations"
R06AC53,"chloropyramine, combinations"
R06AD,phenothiazine derivatives
R06AD01,alimemazine
R06AD01,alimemazine
R06AD02,promethazine
R06AD02,promethazine
R06AD02,promethazine
R06AD03,thiethylperazine
R06AD03,thiethylperazine
R06AD03,thiethylperazine
R06AD04,methdilazine
R06AD05,hydroxyethylpromethazine
R06AD06,thiazinam
R06AD06,thiazinam
R06AD07,mequitazine
R06AD08,oxomemazine
R06AD09,isothipendyl
R06AD52,"promethazine, combinations"
R06AD55,"hydroxyethylpromethazine, combinations"
R06AE,piperazine derivatives
R06AE01,buclizine
R06AE03,cyclizine
R06AE03,cyclizine
R06AE03,cyclizine
R06AE04,chlorcyclizine
R06AE05,meclozine
R06AE05,meclozine
R06AE06,oxatomide
R06AE07,cetirizine
R06AE09,levocetirizine
R06AE51,"buclizine, combinations"
R06AE53,"cyclizine, combinations"
R06AE55,"meclozine, combinations"
R06AK,combinations of antihistamines
R06AX,other antihistamines for systemic use
R06AX01,bamipine
R06AX02,cyproheptadine
R06AX03,thenalidine
R06AX04,phenindamine
R06AX05,antazoline
R06AX05,antazoline
R06AX07,triprolidine
R06AX08,pyrrobutamine
R06AX09,azatadine
R06AX11,astemizole
R06AX12,terfenadine
R06AX13,loratadine
R06AX15,mebhydrolin
R06AX16,deptropine
R06AX17,ketotifen
R06AX18,acrivastine
R06AX19,azelastine
R06AX21,tritoqualine
R06AX22,ebastine
R06AX23,pimethixene
R06AX24,epinastine
R06AX25,mizolastine
R06AX26,fexofenadine
R06AX27,desloratadine
R06AX28,rupatadine
R06AX29,bilastine
R06AX31,quifenadine
R06AX32,sequifenadine
R06AX53,"thenalidine, combinations"
R06AX58,"pyrrobutamine, combinations"
R07,other respiratory system products
R07A,other respiratory system products
R07AA,lung surfactants
R07AA01,colfosceril palmitate
R07AA02,natural phospholipids
R07AA30,combinations
R07AB,respiratory stimulants
R07AB01,doxapram
R07AB02,nikethamide
R07AB02,nikethamide
R07AB03,pentetrazol
R07AB04,etamivan
R07AB05,bemegride
R07AB06,prethcamide
R07AB06,prethcamide
R07AB07,almitrine
R07AB08,dimefline
R07AB09,mepixanox
R07AB52,"nikethamide, combinations"
R07AB53,"pentetrazol, combinations"
R07AX,other respiratory system products
R07AX01,nitric oxide
R07AX02,ivacaftor
R07AX30,ivacaftor and lumacaftor
R07AX31,ivacaftor and tezacaftor
R07AX32,"ivacaftor, tezacaftor and elexacaftor"
S,sensory organs
S01,ophthalmologicals
S01A,antiinfectives
S01AA,antibiotics
S01AA01,chloramphenicol
S01AA02,chlortetracycline
S01AA03,neomycin
S01AA04,oxytetracycline
S01AA05,tyrothricin
S01AA07,framycetin
S01AA09,tetracycline
S01AA10,natamycin
S01AA11,gentamicin
S01AA12,tobramycin
S01AA13,fusidic acid
S01AA14,benzylpenicillin
S01AA15,dihydrostreptomycin
S01AA16,rifamycin
S01AA17,erythromycin
S01AA18,polymyxin b
S01AA19,ampicillin
S01AA20,antibiotics in combination with other drugs
S01AA21,amikacin
S01AA22,micronomicin
S01AA23,netilmicin
S01AA24,kanamycin
S01AA25,azidamfenicol
S01AA26,azithromycin
S01AA27,cefuroxime
S01AA28,vancomycin
S01AA29,dibekacin
S01AA30,combinations of different antibiotics
S01AA31,cefmenoxime
S01AA32,bacitracin
S01AB,sulfonamides
S01AB01,sulfamethizole
S01AB02,sulfafurazole
S01AB03,sulfadicramide
S01AB04,sulfacetamide
S01AB05,sulfafenazol
S01AD,antivirals
S01AD01,idoxuridine
S01AD02,trifluridine
S01AD03,aciclovir
S01AD05,interferon
S01AD06,vidarabine
S01AD07,famciclovir
S01AD08,fomivirsen
S01AD09,ganciclovir
S01AE,fluoroquinolones
S01AE01,ofloxacin
S01AE02,norfloxacin
S01AE03,ciprofloxacin
S01AE04,lomefloxacin
S01AE05,levofloxacin
S01AE06,gatifloxacin
S01AE07,moxifloxacin
S01AE08,besifloxacin
S01AE09,tosufloxacin
S01AX,other antiinfectives
S01AX01,mercury compounds
S01AX02,silver compounds
S01AX03,zinc compounds
S01AX04,nitrofural
S01AX05,bibrocathol
S01AX06,resorcinol
S01AX07,sodium borate
S01AX08,hexamidine
S01AX09,chlorhexidine
S01AX10,sodium propionate
S01AX14,dibrompropamidine
S01AX15,propamidine
S01AX16,picloxydine
S01AX18,povidone-iodine
S01AX24,polihexanide
S01B,antiinflammatory agents
S01BA,"corticosteroids, plain"
S01BA01,dexamethasone
S01BA02,hydrocortisone
S01BA03,cortisone
S01BA04,prednisolone
S01BA05,triamcinolone
S01BA06,betamethasone
S01BA07,fluorometholone
S01BA08,medrysone
S01BA09,clobetasone
S01BA10,alclometasone
S01BA11,desonide
S01BA12,formocortal
S01BA13,rimexolone
S01BA14,loteprednol
S01BA15,fluocinolone acetonide
S01BA16,difluprednate
S01BB,corticosteroids and mydriatics in combination
S01BB01,hydrocortisone and mydriatics
S01BB02,prednisolone and mydriatics
S01BB03,fluorometholone and mydriatics
S01BB04,betamethasone and mydriatics
S01BC,"antiinflammatory agents, non-steroids"
S01BC01,indometacin
S01BC02,oxyphenbutazone
S01BC03,diclofenac
S01BC04,flurbiprofen
S01BC05,ketorolac
S01BC06,piroxicam
S01BC07,bendazac
S01BC08,salicylic acid
S01BC09,pranoprofen
S01BC10,nepafenac
S01BC11,bromfenac
S01C,antiinflammatory agents and antiinfectives in combination
S01CA,corticosteroids and antiinfectives in combination
S01CA01,dexamethasone and antiinfectives
