atc_level_01,anatomical_main_group_01,atc_level_03,therapeutic_subgroup_02,atc_level_04,pharmacological_subgroup_03,atc_level_05,chemical_subgroup_04,atc_code,chemical_substance
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AB,sulfonamides,S01AB03,sulfadicramide
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AB,sulfonamides,S01AB04,sulfacetamide
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AB,sulfonamides,S01AB05,sulfafenazol
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AD,antivirals,S01AD01,idoxuridine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AD,antivirals,S01AD02,trifluridine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AD,antivirals,S01AD03,aciclovir
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AD,antivirals,S01AD05,interferon
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AD,antivirals,S01AD06,vidarabine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AD,antivirals,S01AD07,famciclovir
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AD,antivirals,S01AD08,fomivirsen
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AD,antivirals,S01AD09,ganciclovir
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE01,ofloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE02,norfloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE03,ciprofloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE04,lomefloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE05,levofloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE06,gatifloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE07,moxifloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE08,besifloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AE,fluoroquinolones,S01AE09,tosufloxacin
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX01,mercury compounds
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX02,silver compounds
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX03,zinc compounds
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX04,nitrofural
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX05,bibrocathol
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX06,resorcinol
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX07,sodium borate
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX08,hexamidine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX09,chlorhexidine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX10,sodium propionate
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX14,dibrompropamidine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX15,propamidine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX16,picloxydine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX18,povidone-iodine
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX24,polihexanide
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX25,lotilaner
S,sensory organs,S01,ophthalmologicals,S01A,antiinfectives,S01AX,other antiinfectives,S01AX26,cethexonium
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA01,dexamethasone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA02,hydrocortisone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA03,cortisone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA04,prednisolone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA05,triamcinolone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA06,betamethasone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA07,fluorometholone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA08,medrysone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA09,clobetasone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA10,alclometasone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA11,desonide
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA12,formocortal
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA13,rimexolone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA14,loteprednol
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA15,fluocinolone acetonide
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA16,difluprednate
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BA,"corticosteroids, plain",S01BA17,clobetasol
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BB,corticosteroids and mydriatics in combination,S01BB01,hydrocortisone and mydriatics
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BB,corticosteroids and mydriatics in combination,S01BB02,prednisolone and mydriatics
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BB,corticosteroids and mydriatics in combination,S01BB03,fluorometholone and mydriatics
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BB,corticosteroids and mydriatics in combination,S01BB04,betamethasone and mydriatics
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC01,indometacin
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC02,oxyphenbutazone
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC03,diclofenac
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC04,flurbiprofen
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC05,ketorolac
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC06,piroxicam
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC07,bendazac
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC08,salicylic acid
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC09,pranoprofen
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC10,nepafenac
S,sensory organs,S01,ophthalmologicals,S01B,antiinflammatory agents,S01BC,"antiinflammatory agents, non-steroids",S01BC11,bromfenac
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA01,dexamethasone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA02,prednisolone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA03,hydrocortisone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA04,fluocortolone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA05,betamethasone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA06,fludrocortisone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA07,fluorometholone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA08,methylprednisolone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA09,chloroprednisone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA10,fluocinolone acetonide and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA11,clobetasone and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CA,corticosteroids and antiinfectives in combination,S01CA12,loteprednol and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CB,corticosteroids/antiinfectives/mydriatics in combination,S01CB01,dexamethasone
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CB,corticosteroids/antiinfectives/mydriatics in combination,S01CB02,prednisolone
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CB,corticosteroids/antiinfectives/mydriatics in combination,S01CB03,hydrocortisone
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CB,corticosteroids/antiinfectives/mydriatics in combination,S01CB04,betamethasone
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CB,corticosteroids/antiinfectives/mydriatics in combination,S01CB05,fluorometholone
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CC,"antiinflammatory agents, non-steroids and antiinfectives in combination",S01CC01,diclofenac and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01C,antiinflammatory agents and antiinfectives in combination,S01CC,"antiinflammatory agents, non-steroids and antiinfectives in combination",S01CC02,indometacin and antiinfectives
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EA,sympathomimetics in glaucoma therapy,S01EA01,epinephrine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EA,sympathomimetics in glaucoma therapy,S01EA02,dipivefrine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EA,sympathomimetics in glaucoma therapy,S01EA03,apraclonidine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EA,sympathomimetics in glaucoma therapy,S01EA04,clonidine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EA,sympathomimetics in glaucoma therapy,S01EA05,brimonidine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EA,sympathomimetics in glaucoma therapy,S01EA51,"epinephrine, combinations"
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EA,sympathomimetics in glaucoma therapy,S01EA55,brimonidine and ripasudil
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB01,pilocarpine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB02,carbachol
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB03,ecothiopate
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB04,demecarium
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB05,physostigmine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB06,neostigmine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB07,fluostigmine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB08,aceclidine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB09,acetylcholine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB10,paraoxon
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB51,"pilocarpine, combinations"
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EB,parasympathomimetics,S01EB58,"aceclidine, combinations"
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EC,carbonic anhydrase inhibitors,S01EC01,acetazolamide
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EC,carbonic anhydrase inhibitors,S01EC02,diclofenamide
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EC,carbonic anhydrase inhibitors,S01EC03,dorzolamide
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EC,carbonic anhydrase inhibitors,S01EC04,brinzolamide
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EC,carbonic anhydrase inhibitors,S01EC05,methazolamide
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EC,carbonic anhydrase inhibitors,S01EC54,"brinzolamide, combinations"
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED01,timolol
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED02,betaxolol
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED03,levobunolol
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED04,metipranolol
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED05,carteolol
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED06,befunolol
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED51,"timolol, combinations"
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED52,"betaxolol, combinations"
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED54,"metipranolol, combinations"
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01ED,beta blocking agents,S01ED55,"carteolol, combinations"
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EE,prostaglandin analogues,S01EE01,latanoprost
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EE,prostaglandin analogues,S01EE02,unoprostone
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EE,prostaglandin analogues,S01EE03,bimatoprost
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EE,prostaglandin analogues,S01EE04,travoprost
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EE,prostaglandin analogues,S01EE05,tafluprost
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EE,prostaglandin analogues,S01EE06,latanoprostene bunod
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EE,prostaglandin analogues,S01EE51,latanoprost and netarsudil
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EE,prostaglandin analogues,S01EE52,latanoprost and dorzolamide
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EX,other antiglaucoma preparations,S01EX01,guanethidine
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EX,other antiglaucoma preparations,S01EX02,dapiprazole
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EX,other antiglaucoma preparations,S01EX05,netarsudil
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EX,other antiglaucoma preparations,S01EX06,omidenepag
S,sensory organs,S01,ophthalmologicals,S01E,antiglaucoma preparations and miotics,S01EX,other antiglaucoma preparations,S01EX07,ripasudil
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FA,anticholinergics,S01FA01,atropine
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FA,anticholinergics,S01FA02,scopolamine
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FA,anticholinergics,S01FA03,methylscopolamine
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FA,anticholinergics,S01FA04,cyclopentolate
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FA,anticholinergics,S01FA05,homatropine
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FA,anticholinergics,S01FA06,tropicamide
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FA,anticholinergics,S01FA54,"cyclopentolate, combinations"
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FA,anticholinergics,S01FA56,"tropicamide, combinations"
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FB,sympathomimetics excl. antiglaucoma preparations,S01FB01,phenylephrine
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FB,sympathomimetics excl. antiglaucoma preparations,S01FB02,ephedrine
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FB,sympathomimetics excl. antiglaucoma preparations,S01FB03,ibopamine
S,sensory organs,S01,ophthalmologicals,S01F,mydriatics and cycloplegics,S01FB,sympathomimetics excl. antiglaucoma preparations,S01FB51,phenylephrine and ketorolac
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA01,naphazoline
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA02,tetryzoline
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA03,xylometazoline
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA04,oxymetazoline
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA05,phenylephrine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA06,oxedrine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA07,brimonidine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA51,"naphazoline, combinations"
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA52,"tetryzoline, combinations"
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA53,"xylometazoline, combinations"
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA55,"phenylephrine, combinations"
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GA,sympathomimetics used as decongestants,S01GA56,"oxedrine, combinations"
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX01,cromoglicic acid
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX02,levocabastine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX03,spaglumic acid
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX04,nedocromil
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX05,lodoxamide
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX06,emedastine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX07,azelastine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX08,ketotifen
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX09,olopatadine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX10,epinastine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX11,alcaftadine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX12,cetirizine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX13,bilastine
S,sensory organs,S01,ophthalmologicals,S01G,decongestants and antiallergics,S01GX,other antiallergics,S01GX51,"cromoglicic acid, combinations"
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA01,cocaine
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA02,oxybuprocaine
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA03,tetracaine
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA04,proxymetacaine
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA05,procaine
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA06,cinchocaine
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA07,lidocaine
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA08,chloroprocaine
S,sensory organs,S01,ophthalmologicals,S01H,local anesthetics,S01HA,local anesthetics,S01HA30,combinations
S,sensory organs,S01,ophthalmologicals,S01J,diagnostic agents,S01JA,colouring agents,S01JA01,fluorescein
S,sensory organs,S01,ophthalmologicals,S01J,diagnostic agents,S01JA,colouring agents,S01JA02,rose bengal sodium
S,sensory organs,S01,ophthalmologicals,S01J,diagnostic agents,S01JA,colouring agents,S01JA51,"fluorescein, combinations"
S,sensory organs,S01,ophthalmologicals,S01K,surgical aids,S01KA,viscoelastic substances,S01KA01,hyaluronic acid
S,sensory organs,S01,ophthalmologicals,S01K,surgical aids,S01KA,viscoelastic substances,S01KA02,hypromellose
S,sensory organs,S01,ophthalmologicals,S01K,surgical aids,S01KA,viscoelastic substances,S01KA51,"hyaluronic acid, combinations"
S,sensory organs,S01,ophthalmologicals,S01K,surgical aids,S01KX,other surgical aids,S01KX01,chymotrypsin
S,sensory organs,S01,ophthalmologicals,S01K,surgical aids,S01KX,other surgical aids,S01KX02,trypan blue
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA01,verteporfin
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA02,anecortave
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA03,pegaptanib
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA04,ranibizumab
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA05,aflibercept
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA06,brolucizumab
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA07,abicipar pegol
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA08,bevacizumab
S,sensory organs,S01,ophthalmologicals,S01L,ocular vascular disorder agents,S01LA,antineovascularisation agents,S01LA09,faricimab
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA01,guaiazulen
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA02,retinol
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA03,"sodium chloride, hypertonic"
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA04,potassium iodide
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA05,sodium edetate
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA06,ethylmorphine
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA07,alum
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA08,acetylcysteine
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA09,iodoheparinate
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA10,inosine
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA11,nandrolone
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA12,dexpanthenol
