atc1,atc2,atc3,atc4,atc_code,status,eurd_substance,status2,value
R,R05,R05C,R05CA,R05CA03,none,guaifenesin / paracetamol / phenylephrin,NA,1
R,R05,R05C,R05CA,R05CA03,none,guaifenesin / terbutaline sulfate,NA,1
R,R05,R05C,R05CA,R05CA03,none,guaifenesin / herbal extracts,NA,1
R,R05,R05C,R05CA,R05CA03,none,guaifenesin / levomenthol,NA,1
R,R05,R05C,R05CB,R05CB01,Poland,acetylcysteine,NA,1
R,R05,R05C,R05CB,R05CB01,Italy,"acetylcysteine / tuaminoheptane, acetylc",NA,1
R,R05,R05C,R05CB,R05CB02,Italy,bromhexine,NA,1
R,R05,R05C,R05CB,R05CB03,none,carbocisteine,NA,1
R,R05,R05C,R05CB,R05CB03,none,carbocisteine / prenoxidiazine,NA,1
R,R05,R05C,R05CB,R05CB03,Italy,carbocisteine / promethazine hydrochlori,NA,1
R,R05,R05C,R05CB,R05CB05,none,mesna,NA,1
R,R05,R05C,R05CB,R05CB06,Portugal,ambroxol,NA,1
R,R05,R05C,R05CB,R05CB06,Portugal,ambroxol / clenbuterol,NA,1
R,R05,R05C,R05CB,R05CB07,none,sobrerol,NA,1
R,R05,R05C,R05CB,R05CB15,Denmark,erdosteine,M,1
R,R05,R05C,R05CB,R05CB16,France,mannitol (indicated in cystic fibrosis),NA,1
R,R05,R05C,R05CB,R05CB16,Croatia,mannitol (all indications apart from cys,NA,1
R,R05,R05D,R05DA,R05DA01,none,ethylmorphine,NA,1
R,R05,R05D,R05DA,R05DA04,Croatia,codeine,NA,1
R,R05,R05D,R05DA,R05DA04,none,codeine / diclofenac,NA,1
R,R05,R05D,R05DA,R05DA04,France,codeine / erysimum,NA,1
R,R05,R05D,R05DA,R05DA04,France,codeine / ethylmorphine hydrochloride,NA,1
R,R05,R05D,R05DA,R05DA04,France,codeine / ibuprofen,NA,1
R,R05,R05D,R05DA,R05DA04,none,codeine / paracetamol,NA,1
R,R05,R05D,R05DA,R05DA04,none,dihydrocodeine,NA,1
R,R05,R05D,R05DA,R05DA04,none,codeine phosphate / diphenhydramine hydr,NA,1
R,R05,R05D,R05DA,R05DA04,Austria,codeine / guaifenesin,NA,1
R,R05,R05D,R05DA,R05DA04,Slovakia,codeine phosphate hemihydrate / fenpiver,NA,1
R,R05,R05D,R05DA,R05DA07,none,noscapine,NA,1
R,R05,R05D,R05DA,R05DA09,Belgium,dextromethorphan,NA,1
R,R05,R05D,R05DA,R05DA09,Spain,dextromethorphan / guaifenesin,NA,1
R,R05,R05D,R05DA,R05DA09,Italy,dextromethorphan hydrobromide / dichloro,NA,1
R,R05,R05D,R05DA,R05DA09,Malta,dextromethorphan hydrobromide / diphenhy,NA,1
R,R05,R05D,R05DA,R05DA09,none,dextromethorphan hydrobromide / paraceta,NA,1
R,R05,R05D,R05DA,R05DA09,none,dextromethorphan hydrobromide / pseudoep,NA,1
R,R05,R05D,R05DA,R05DA09,Spain,dextromethorphan hydrobromide / pseudoep,NA,1
R,R05,R05D,R05DA,R05DA09,none,dextromethorphan hydrobromide / triproli,NA,1
R,R05,R05D,R05DA,R05DA09,Malta,dextromethorphan hydrobromide / paraceta,NA,1
R,R05,R05D,R05DA,R05DA09,none,dextromethorphan / doxylamine / paraceta,NA,1
R,R05,R05D,R05DA,R05DA09,none,dextromethorphan / doxylamine / ephedrin,NA,1
R,R05,R05D,R05DA,R05DA09,none,dextromethorphan / doxylamine / paraceta,NA,1
R,R05,R05D,R05DA,R05DA09,Slovakia,dextromethorphan / paracetamol / phenyle,NA,1
R,R05,R05D,R05DB,R05DB05,Germany,pentoxyverine,NA,1
R,R05,R05D,R05DB,R05DB07,none,oxolamine,NA,1
R,R05,R05D,R05DB,R05DB07,none,oxolamine / propyphenazone,NA,1
R,R05,R05D,R05DB,R05DB09,none,oxeladin,NA,1
R,R05,R05D,R05DB,R05DB13,none,butamirate,NA,1
R,R05,R05D,R05DB,R05DB13,none,butamirate / guaifenesin,NA,1
R,R05,R05D,R05DB,R05DB19,none,dropropizine,NA,1
R,R05,R05D,R05DB,R05DB19,Hungary,levodropropizine,NA,1
R,R05,R05D,R05DB,R05DB21,none,cloperastine,NA,1
R,R05,R05D,R05DB,R05DB27,Hungary,levodropropizine,NA,1
R,R05,R05D,R05DB,R05DB29,Austria,gefapixant,NA,1
R,R06,R06A,R06AA,R06AA02,Ireland,diphenhydramine / paracetamol,NA,1
R,R06,R06A,R06AA,R06AA02,none,diphenhydramine hydrochloride / lorazepa,NA,1
R,R06,R06A,R06AA,R06AA02,none,diphenhydramine hydrochloride / paraceta,NA,1
R,R06,R06A,R06AA,R06AA02,Iceland,diphenhydramine hydrochloride / zinc oxi,NA,1
R,R06,R06A,R06AA,R06AA02,none,diphenhydramine / racemic camphor / zinc,NA,1
R,R06,R06A,R06AA,R06AA02,none,diphenhydramine / guaifenesin / levoment,NA,1
R,R06,R06A,R06AA,R06AA02,Ireland,"diphenhydramine, ammonium chloride / dip",NA,1
R,R06,R06A,R06AA,R06AA04,none,clemastine,NA,1
R,R06,R06A,R06AA,R06AA04,none,clemastine / dexamethasone,NA,1
R,R06,R06A,R06AA,R06AA06,Czech Republic,chlorphenoxamine,NA,1
R,R06,R06A,R06AA,R06AA09,Portugal,doxylamine,NA,1
R,R06,R06A,R06AA,R06AA09,none,doxylamine succinate / pyridoxine hydroc,NA,1
R,R06,R06A,R06AA,R06AA09,France,doxylamine hydrogen succinate / paraceta,NA,1
R,R06,R06A,R06AB,R06AB01,none,brompheniramine / caffeine / paracetamol,NA,1
R,R06,R06A,R06AB,R06AB02,Portugal,dexchlorpheniramine,NA,1
R,R06,R06A,R06AB,R06AB03,none,dimetindene,NA,1
R,R06,R06A,R06AB,R06AB03,Slovakia,dimetindene / phenylephrine,NA,1
R,R06,R06A,R06AB,R06AB04,none,chlorphenamine,NA,1
R,R06,R06A,R06AB,R06AB04,none,chlorphenamine / paracetamol / pseudoeph,NA,1
R,R06,R06A,R06AB,R06AB04,Spain,chlorphenamine / dextromethorphan hydrob,NA,1
R,R06,R06A,R06AB,R06AB04,France,chlorphenamine / paracetamol,NA,1
R,R06,R06A,R06AB,R06AB04,none,"chlorphenamine / pseudoephedrine, chlorp",NA,1
R,R06,R06A,R06AB,R06AB05,none,brompheniramine / caffeine / paracetamol,NA,1
R,R06,R06A,R06AB,R06AB05,Portugal,dexchlorpheniramine,NA,1
R,R06,R06A,R06AB,R06AB05,Lithuania,chlorpheniramine / dextromethorphan / pa,NA,1
R,R06,R06A,R06AC,R06AC01,none,mepyramine,NA,1
R,R06,R06A,R06AC,R06AC01,none,mepyramine / phenylephrine,NA,1
R,R06,R06A,R06AC,R06AC03,Latvia,chloropyramine,NA,1
R,R06,R06A,R06AC,R06AC04,none,tripelennamine,NA,1
R,R06,R06A,R06AD,R06AD01,none,alimemazine,NA,1
R,R06,R06A,R06AD,R06AD02,Czech Republic,promethazine,NA,1
R,R06,R06A,R06AD,R06AD07,France,mequitazine,NA,1
R,R06,R06A,R06AD,R06AD08,none,oxomemazine,NA,1
R,R06,R06A,R06AD,R06AD09,none,isothipendyl,NA,1
R,R06,R06A,R06AE,R06AE01,Ireland,"buclizine / codeine / paracetamol, acety",NA,1
R,R06,R06A,R06AE,R06AE03,none,cyclizine,NA,1
R,R06,R06A,R06AE,R06AE05,none,meclozine,NA,1
R,R06,R06A,R06AE,R06AE05,none,meclozine hydrochloride / pyridoxine hyd,NA,1
R,R06,R06A,R06AE,R06AE07,Finland,cetirizine,NA,1
R,R06,R06A,R06AE,R06AE07,Belgium,cetirizine / pseudoephedrine,NA,1
R,R06,R06A,R06AE,R06AE07,Germany,levocetirizine,NA,1
R,R06,R06A,R06AE,R06AE09,Germany,levocetirizine,NA,1
R,R06,R06A,R06AX,R06AX01,none,bamipine,NA,1
R,R06,R06A,R06AX,R06AX02,Hungary,cyproheptadine,NA,1
R,R06,R06A,R06AX,R06AX05,none,antazoline,NA,1
R,R06,R06A,R06AX,R06AX05,none,antazoline / naphazoline,NA,1
R,R06,R06A,R06AX,R06AX05,none,antazoline / tetryzoline,NA,1
R,R06,R06A,R06AX,R06AX05,none,antazoline / xylometazoline,NA,1
R,R06,R06A,R06AX,R06AX13,Belgium,desloratadine,NA,1
R,R06,R06A,R06AX,R06AX13,Belgium,desloratadine / pseudoephedrine,NA,1
R,R06,R06A,R06AX,R06AX13,Belgium,loratadine,NA,1
R,R06,R06A,R06AX,R06AX13,Belgium,loratadine / pseudoephedrine,NA,1
R,R06,R06A,R06AX,R06AX17,Sweden,ketotifen (ophtalmic formulations),NA,1
R,R06,R06A,R06AX,R06AX17,Italy,ketotifen (oral formulations),NA,1
R,R06,R06A,R06AX,R06AX18,Finland,"acrivastine, acrivastine / pseudoephedri",NA,1
R,R06,R06A,R06AX,R06AX19,Austria,azelastine,NA,1
R,R06,R06A,R06AX,R06AX19,Austria,azelastine / fluticasone,NA,1
R,R06,R06A,R06AX,R06AX22,Denmark,ebastine,M,1
R,R06,R06A,R06AX,R06AX24,Sweden,epinastine,NA,1
R,R06,R06A,R06AX,R06AX25,Czech Republic,mizolastine,NA,1
R,R06,R06A,R06AX,R06AX26,Denmark,fexofenadine,M,1
R,R06,R06A,R06AX,R06AX27,Belgium,desloratadine,NA,1
R,R06,R06A,R06AX,R06AX27,Belgium,desloratadine / pseudoephedrine,NA,1
R,R06,R06A,R06AX,R06AX28,Spain,rupatadine,NA,1
R,R06,R06A,R06AX,R06AX29,Romania,bilastine,NA,1
R,R07,R07A,R07AB,R07AB01,none,doxapram hydrochloride,NA,1
R,R07,R07A,R07AX,R07AX01,Belgium,nitric oxide,NA,1
R,R07,R07A,R07AX,R07AX02,Spain,ivacaftor,NA,1
R,R07,R07A,R07AX,R07AX02,Germany,ivacaftor / tezacaftor / elexacaftor,NA,1
S,S01,S01A,S01AA,S01AA01,none,chloramphenicol,NA,1
S,S01,S01A,S01AA,S01AA01,none,chloramphenicol / dexamethasone,NA,1
S,S01,S01A,S01AA,S01AA01,none,chloramphenicol / hydrocortisone (ocular,NA,1
S,S01,S01A,S01AA,S01AA01,none,chloramphenicol / cortisone acetate / et,NA,1
S,S01,S01A,S01AA,S01AA01,none,chloramphenicol hemisuccinate / predniso,NA,1
S,S01,S01A,S01AA,S01AA02,none,chlortetracycline,NA,1
S,S01,S01A,S01AA,S01AA03,Czech Republic,neomycin / triamcinolone,NA,1
S,S01,S01A,S01AA,S01AA03,none,neomycin,NA,1
S,S01,S01A,S01AA,S01AA03,none,neomycin sulfate / nystatin / polymyxin ,NA,1
S,S01,S01A,S01AA,S01AA03,Poland,neomycin sulfate / nystatin / triamcinol,NA,1
S,S01,S01A,S01AA,S01AA04,none,"oxytetracycline, hydrocortisone / oxytet",NA,1
S,S01,S01A,S01AA,S01AA05,none,tyrothricin,NA,1
S,S01,S01A,S01AA,S01AA07,none,framycetin,NA,1
S,S01,S01A,S01AA,S01AA07,none,framycetin sulfate / lidocaine hydrochlo,NA,1
S,S01,S01A,S01AA,S01AA07,none,framycetin sulfate / triamcinolone aceto,NA,1
S,S01,S01A,S01AA,S01AA07,Czech Republic,framycetin sulphate / hydrocortisone ace,NA,1
S,S01,S01A,S01AA,S01AA09,none,chlortetracycline,NA,1
S,S01,S01A,S01AA,S01AA09,none,"oxytetracycline, hydrocortisone / oxytet",NA,1
S,S01,S01A,S01AA,S01AA09,none,tetracycline,NA,1
S,S01,S01A,S01AA,S01AA09,none,tetracycline (topical use),NA,1
S,S01,S01A,S01AA,S01AA10,none,natamycin,NA,1
S,S01,S01A,S01AA,S01AA11,Italy,gentamicin (topical use),NA,1
S,S01,S01A,S01AA,S01AA11,none,gentamicin sulphate / hydrocortisone ace,NA,1
S,S01,S01A,S01AA,S01AA11,Italy,gentamicin (systemic use),NA,1
S,S01,S01A,S01AA,S01AA11,France,gentamicin sulfate / indometacin,NA,1
S,S01,S01A,S01AA,S01AA11,Italy,gentamicin (implant),NA,1
S,S01,S01A,S01AA,S01AA12,Netherlands,"tobramycin (inhalation powder, capsules)",NA,1
S,S01,S01A,S01AA,S01AA12,Italy,tobramycin (nebuliser solution) (apart f,NA,1
S,S01,S01A,S01AA,S01AA12,Portugal,tobramycin (ophthalmic and otic use),NA,1
S,S01,S01A,S01AA,S01AA12,Italy,tobramycin (systemic use),NA,1
S,S01,S01A,S01AA,S01AA12,Sweden,tobramycin (nebuliser solution) (central,NA,1
S,S01,S01A,S01AA,S01AA13,none,fusidic acid / hydrocortisone acetate,NA,1
S,S01,S01A,S01AA,S01AA13,France,fusidic acid (systemic use),NA,1
S,S01,S01A,S01AA,S01AA13,France,fusidic acid (topical use),NA,1
S,S01,S01A,S01AA,S01AA14,Estonia,"benzylpenicillin, benzathine benzylpenic",NA,1
S,S01,S01A,S01AA,S01AA16,Denmark,rifamycin,M,1
S,S01,S01A,S01AA,S01AA17,Slovakia,erythromycin / tretinoin,NA,1
S,S01,S01A,S01AA,S01AA17,none,erythromycin / zinc acetate,NA,1
S,S01,S01A,S01AA,S01AA17,Ireland,erythromycin (systemic use),NA,1
S,S01,S01A,S01AA,S01AA17,Ireland,erythromycin (topical use),NA,1
S,S01,S01A,S01AA,S01AA19,none,ampicillin,NA,1
S,S01,S01A,S01AA,S01AA19,none,ampicillin / cloxacillin,NA,1
S,S01,S01A,S01AA,S01AA19,Italy,ampicillin / sulbactam,NA,1
S,S01,S01A,S01AA,S01AA19,none,pivampicillin,NA,1
S,S01,S01A,S01AA,S01AA19,none,bacampicillin,NA,1
S,S01,S01A,S01AA,S01AA21,Estonia,amikacin (except for centrally authorise,NA,1
S,S01,S01A,S01AA,S01AA21,Belgium,amikacin (centrally authorised product o,NA,1
S,S01,S01A,S01AA,S01AA23,none,netilmicin,NA,1
S,S01,S01A,S01AA,S01AA24,none,kanamycin,NA,1
S,S01,S01A,S01AA,S01AA26,Finland,azithromycin (systemic use formulations),NA,1
S,S01,S01A,S01AA,S01AA26,Finland,azithromycin (ocular use formulations),NA,1
S,S01,S01A,S01AA,S01AA27,Estonia,cefuroxime sodium (except for intracamer,NA,1
S,S01,S01A,S01AA,S01AA27,Estonia,cefuroxime axetil,NA,1
S,S01,S01A,S01AA,S01AA27,Estonia,cefuroxime sodium (for intracameral use),NA,1
S,S01,S01A,S01AA,S01AA28,Denmark,vancomycin,M,1
S,S01,S01A,S01AA,S01AA32,none,"bacitracin, bacitracin / neomycin, bacit",NA,1
S,S01,S01A,S01AB,S01AB01,Denmark,sulfamethizole,M,1
S,S01,S01A,S01AB,S01AB02,Romania,sulfafurazole,NA,1
S,S01,S01A,S01AB,S01AB04,none,sulfacetamide,NA,1
S,S01,S01A,S01AD,S01AD02,none,trifluridine,NA,1
S,S01,S01A,S01AD,S01AD02,Sweden,trifluridine / tipiracil,NA,1
S,S01,S01A,S01AD,S01AD03,Denmark,aciclovir,M,1
S,S01,S01A,S01AD,S01AD03,Czech Republic,valaciclovir,NA,1
S,S01,S01A,S01AD,S01AD03,Austria,aciclovir / hydrocortisone,NA,1
S,S01,S01A,S01AD,S01AD05,Netherlands,human leucocyte interferon-alfa,NA,1
S,S01,S01A,S01AD,S01AD05,Germany,interferon beta-1b,NA,1
S,S01,S01A,S01AD,S01AD05,Netherlands,interferon gamma,NA,1
S,S01,S01A,S01AD,S01AD05,Sweden,peginterferon alfa-2a,NA,1
S,S01,S01A,S01AD,S01AD05,Sweden,peginterferon beta-1A,NA,1
S,S01,S01A,S01AD,S01AD05,Spain,interferon beta-1a (intramuscular use),NA,1
S,S01,S01A,S01AD,S01AD05,Sweden,interferon beta-1a (subcutaneous  use),NA,1
S,S01,S01A,S01AD,S01AD05,Portugal,ropeginterferon alfa-2b,NA,1
S,S01,S01A,S01AD,S01AD07,Czech Republic,famciclovir,NA,1
S,S01,S01A,S01AD,S01AD09,Netherlands,ganciclovir,NA,1
S,S01,S01A,S01AD,S01AD09,Netherlands,valganciclovir,NA,1
S,S01,S01A,S01AE,S01AE01,Spain,ciprofloxacin / fluocinolone acetonide,NA,1
S,S01,S01A,S01AE,S01AE01,Italy,ciprofloxacin hydrochloride / hydrocorti,NA,1
S,S01,S01A,S01AE,S01AE01,Norway,ciprofloxacin (systemic use),NA,1
S,S01,S01A,S01AE,S01AE01,Norway,ciprofloxacin (topical use),NA,1
S,S01,S01A,S01AE,S01AE01,Croatia,ofloxacin (systemic use),NA,1
S,S01,S01A,S01AE,S01AE01,Croatia,ofloxacin (topical use),NA,1
S,S01,S01A,S01AE,S01AE01,Germany,ciprofloxacin / dexamethasone (ear drops,NA,1
S,S01,S01A,S01AE,S01AE01,Spain,levofloxacin (Inhalation use),NA,1
S,S01,S01A,S01AE,S01AE01,Germany,levofloxacin (intravenous and oral use),NA,1
S,S01,S01A,S01AE,S01AE01,Germany,levofloxacin (ocular use),NA,1
S,S01,S01A,S01AE,S01AE01,Italy,levofloxacin/dexamethasone (ocular use),NA,1
S,S01,S01A,S01AE,S01AE02,Spain,norfloxacin,NA,1
S,S01,S01A,S01AE,S01AE03,Spain,ciprofloxacin / fluocinolone acetonide,NA,1
S,S01,S01A,S01AE,S01AE03,Italy,ciprofloxacin hydrochloride / hydrocorti,NA,1
S,S01,S01A,S01AE,S01AE03,Norway,ciprofloxacin (systemic use),NA,1
S,S01,S01A,S01AE,S01AE03,Norway,ciprofloxacin (topical use),NA,1
S,S01,S01A,S01AE,S01AE03,Germany,ciprofloxacin / dexamethasone (ear drops,NA,1
S,S01,S01A,S01AE,S01AE05,Spain,levofloxacin (Inhalation use),NA,1
S,S01,S01A,S01AE,S01AE05,Germany,levofloxacin (intravenous and oral use),NA,1
S,S01,S01A,S01AE,S01AE05,Germany,levofloxacin (ocular use),NA,1
S,S01,S01A,S01AE,S01AE05,Italy,levofloxacin/dexamethasone (ocular use),NA,1
S,S01,S01A,S01AE,S01AE07,Germany,moxifloxacin (topical ophthalmic use),NA,1
S,S01,S01A,S01AE,S01AE07,Germany,moxifloxacin (systemic use),NA,1
S,S01,S01A,S01AX,S01AX04,none,nitrofural,NA,1
S,S01,S01A,S01AX,S01AX04,Slovenia,nitrofural / phenazone / tetracaine hydr,NA,1
S,S01,S01A,S01AX,S01AX05,Sweden,bibrocathol,NA,1
S,S01,S01A,S01AX,S01AX06,none,hexylresorcinol,NA,1
S,S01,S01A,S01AX,S01AX06,none,resorcinol,NA,1
S,S01,S01A,S01AX,S01AX08,none,hexamidine,NA,1
S,S01,S01A,S01AX,S01AX08,France,hexamidine / lidocaine,NA,1
S,S01,S01A,S01AX,S01AX09,Lithuania,chlorhexidine,NA,1
S,S01,S01A,S01AX,S01AX09,none,chlorhexidine / dexpanthenol,NA,1
S,S01,S01A,S01AX,S01AX09,none,chlorhexidine / lidocaine,NA,1
S,S01,S01A,S01AX,S01AX09,Belgium,chlorhexidine gluconate / isopropyl alco,NA,1
S,S01,S01A,S01AX,S01AX09,none,chlorhexidine digluconate / lidocaine hy,NA,1
S,S01,S01A,S01AX,S01AX09,France,"tixocortol, chlorhexidine gluconate / ti",NA,1
S,S01,S01A,S01AX,S01AX09,none,chlorhexidine / phenol,NA,1
S,S01,S01A,S01AX,S01AX09,Slovakia,chlorhexidine / tetracaine,NA,1
S,S01,S01A,S01AX,S01AX14,Ireland,"dibrompropamidine , propamidine",NA,1
S,S01,S01A,S01AX,S01AX15,Ireland,"dibrompropamidine , propamidine",NA,1
S,S01,S01A,S01AX,S01AX16,none,picloxydine,NA,1
S,S01,S01A,S01AX,S01AX24,Poland,polihexanide,NA,1
S,S01,S01B,S01BA,S01BA01,Italy,dexamethasone (apart from centrally auth,NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone / framycetin / gramicidin,NA,1
S,S01,S01B,S01BA,S01BA01,none,"dexamethasone / neomycin / polymyxin b, ",NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone / polymyxin b / trimethopr,NA,1
S,S01,S01B,S01BA,S01BA01,Italy,dexamethasone / tobramycin (topical and ,NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone / lidocaine,NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone isonicotinate / tramazolin,NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone / framycetin sulfate / pol,NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone sodium phosphate / gentami,NA,1
S,S01,S01B,S01BA,S01BA01,Spain,dexamethasone (centrally authorised prod,NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone / diphenhydramine hydrochl,NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone / gentamicin / tetryzoline,NA,1
S,S01,S01B,S01BA,S01BA01,none,dexamethasone / heparin sodium,NA,1
S,S01,S01B,S01BA,S01BA01,France,dexamethasone (centrally authorised prod,NA,1
S,S01,S01B,S01BA,S01BA01,Germany,dexamethasone / netilmicin,NA,1
S,S01,S01B,S01BA,S01BA01,Italy,dexamethasone / tobramycin (systemic for,NA,1
S,S01,S01B,S01BA,S01BA02,Finland,hydrocortisone / natamycin / neomycine s,NA,1
S,S01,S01B,S01BA,S01BA02,Spain,hydrocortisone / propanocaine,NA,1
S,S01,S01B,S01BA,S01BA02,none,hydrocortisone / urea,NA,1
S,S01,S01B,S01BA,S01BA02,none,hydrocortisone acetate / lidocaine hydro,NA,1
S,S01,S01B,S01BA,S01BA02,none,hydrocortisone acetate / zinc sulfate,NA,1
S,S01,S01B,S01BA,S01BA02,Sweden,"miconazole, hydrocortisone / miconazole ",NA,1
S,S01,S01B,S01BA,S01BA02,none,hydrocortisone / neomycin,NA,1
S,S01,S01B,S01BA,S01BA02,none,"oxytetracycline, hydrocortisone / oxytet",NA,1
S,S01,S01B,S01BA,S01BA02,Sweden,hydrocortisone (for centrally authorised,NA,1
S,S01,S01B,S01BA,S01BA02,Sweden,hydrocortisone (centrally authorised pro,NA,1
S,S01,S01B,S01BA,S01BA02,none,"pramocaine, hydrocortisone / pramocaine",NA,1
S,S01,S01B,S01BA,S01BA02,Croatia,hydrocortisone (systemic formulations ex,NA,1
S,S01,S01B,S01BA,S01BA02,Croatia,hydrocortisone (all formulations apart f,NA,1
S,S01,S01B,S01BA,S01BA03,none,cortisone,NA,1
S,S01,S01B,S01BA,S01BA03,none,fludrocortisone,NA,1
S,S01,S01B,S01BA,S01BA03,none,fludrocortisone / gramicidin / neomycin,NA,1
S,S01,S01B,S01BA,S01BA03,Finland,hydrocortisone / natamycin / neomycine s,NA,1
S,S01,S01B,S01BA,S01BA03,Spain,hydrocortisone / propanocaine,NA,1
S,S01,S01B,S01BA,S01BA03,none,hydrocortisone / urea,NA,1
S,S01,S01B,S01BA,S01BA03,none,hydrocortisone acetate / lidocaine hydro,NA,1
S,S01,S01B,S01BA,S01BA03,none,hydrocortisone acetate / zinc sulfate,NA,1
S,S01,S01B,S01BA,S01BA03,Sweden,"miconazole, hydrocortisone / miconazole ",NA,1
S,S01,S01B,S01BA,S01BA03,none,hydrocortisone / neomycin,NA,1
S,S01,S01B,S01BA,S01BA03,none,"oxytetracycline, hydrocortisone / oxytet",NA,1
S,S01,S01B,S01BA,S01BA03,Sweden,hydrocortisone (for centrally authorised,NA,1
S,S01,S01B,S01BA,S01BA03,Sweden,hydrocortisone (centrally authorised pro,NA,1
S,S01,S01B,S01BA,S01BA03,none,"pramocaine, hydrocortisone / pramocaine",NA,1
S,S01,S01B,S01BA,S01BA03,Croatia,hydrocortisone (systemic formulations ex,NA,1
S,S01,S01B,S01BA,S01BA03,Croatia,hydrocortisone (all formulations apart f,NA,1
S,S01,S01B,S01BA,S01BA04,Austria,methylprednisolone (systemic use),NA,1
S,S01,S01B,S01BA,S01BA04,Slovenia,prednisolone,NA,1
S,S01,S01B,S01BA,S01BA04,none,prednisolone / salicylic acid,NA,1
S,S01,S01B,S01BA,S01BA04,none,methylprednisolone (topical use),NA,1
S,S01,S01B,S01BA,S01BA05,none,triamcinolone / lidocaine (rectal use),NA,1
S,S01,S01B,S01BA,S01BA05,Portugal,triamcinolone (topical and nasal formula,NA,1
S,S01,S01B,S01BA,S01BA05,Portugal,triamcinolone (tablets and injectables),NA,1
S,S01,S01B,S01BA,S01BA05,Portugal,triamcinolone (intraocular formulations),NA,1
S,S01,S01B,S01BA,S01BA06,Ireland,betamethasone,NA,1
S,S01,S01B,S01BA,S01BA06,Ireland,betamethasone dipropionate / calcipotrio,NA,1
S,S01,S01B,S01BA,S01BA06,Portugal,betamethasone dipropionate / clotrimazol,NA,1
S,S01,S01B,S01BA,S01BA06,Ireland,betamethasone dipropionate / salicylic a,NA,1
S,S01,S01B,S01BA,S01BA06,Ireland,betamethasone sodium phosphate / neomyci,NA,1
S,S01,S01B,S01BA,S01BA06,Ireland,betamethasone valerate / clioquinol,NA,1
S,S01,S01B,S01BA,S01BA06,Ireland,betamethasone valerate / fusidic acid,NA,1
S,S01,S01B,S01BA,S01BA06,none,betamethasone / gentamicin,NA,1
S,S01,S01B,S01BA,S01BA06,none,betamethasone / chloramphenicol,NA,1
S,S01,S01B,S01BA,S01BA06,Croatia,betamethasone / tetryzoline,NA,1
S,S01,S01B,S01BA,S01BA06,Croatia,betamethasone dipropionate / clotrimazol,NA,1
S,S01,S01B,S01BA,S01BA07,none,fluorometholone,NA,1
S,S01,S01B,S01BA,S01BA09,none,clobetasone,NA,1
S,S01,S01B,S01BA,S01BA10,none,alclometasone,NA,1
S,S01,S01B,S01BA,S01BA11,Denmark,budesonide (nationally authorised produc,M,1
S,S01,S01B,S01BA,S01BA11,none,desonide,NA,1
S,S01,S01B,S01BA,S01BA11,Netherlands,budesonide / salmeterol,NA,1
S,S01,S01B,S01BA,S01BA11,Denmark,budesonide / formoterol,M,1
S,S01,S01B,S01BA,S01BA11,Latvia,budesonide (for centrally authorised pro,NA,1
S,S01,S01B,S01BA,S01BA11,Denmark,budesonide (for centrally authorised pro,M,1
S,S01,S01B,S01BA,S01BA14,Italy,loteprednol,NA,1
S,S01,S01B,S01BA,S01BA15,none,fluocinolone acetonide (all routes of ad,NA,1
S,S01,S01B,S01BA,S01BA15,none,fluocinolone acetonide / lidocaine,NA,1
S,S01,S01B,S01BA,S01BA15,Portugal,fluocinolone acetonide (intravitreal imp,NA,1
S,S01,S01B,S01BC,S01BC01,Spain,indometacin,NA,1
S,S01,S01B,S01BC,S01BC03,Denmark,diclofenac / misoprostol,K,1
S,S01,S01B,S01BC,S01BC03,none,diclofenac sodium / orphenadrine citrate,NA,1
S,S01,S01B,S01BC,S01BC03,Denmark,diclofenac (systemic formulations),K,1
S,S01,S01B,S01BC,S01BC03,Portugal,deanol and all combinations with deanol ,NA,1
S,S01,S01B,S01BC,S01BC03,none,diclofenac / pyridoxine / thiamine,NA,1
S,S01,S01B,S01BC,S01BC03,Denmark,"diclofenac (topical formulations), diclo",K,1
S,S01,S01B,S01BC,S01BC03,Denmark,diclofenac / omeprazole,K,1
S,S01,S01B,S01BC,S01BC04,Italy,flurbiprofen,NA,1
S,S01,S01B,S01BC,S01BC05,Denmark,ketorolac (ophtalmic formulations),K,1
S,S01,S01B,S01BC,S01BC05,Denmark,ketorolac (systemic formulations),K,1
S,S01,S01B,S01BC,S01BC06,Hungary,piroxicam,NA,1
S,S01,S01B,S01BC,S01BC07,none,bendazac,NA,1
S,S01,S01B,S01BC,S01BC08,Hungary,acetylsalicylic acid,NA,1
S,S01,S01B,S01BC,S01BC08,none,acetylsalicylic acid / glycine,NA,1
S,S01,S01B,S01BC,S01BC08,none,acetylsalicylic acid / caffeine,NA,1
S,S01,S01B,S01BC,S01BC08,none,acetylsalicylic acid / caffeine / codein,NA,1
S,S01,S01B,S01BC,S01BC08,none,acetylsalicylic acid / caffeine / etenza,NA,1
S,S01,S01B,S01BC,S01BC08,none,acetylsalicylic acid / codeine phosphate,NA,1
